                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    153,                0.88718,                0.48921,                0.86712,                0.81571,                0.65144,                0.71906,                 0.4291,                 1.1625,                 0.6234,                0.93158,              0.0089948,              0.0089948,              0.0089948
                    154,                0.88787,                0.49045,                0.87027,                 0.8234,                0.66247,                0.71999,                0.43497,                  1.158,                0.62241,                0.93189,              0.0089882,              0.0089882,              0.0089882
                    155,                0.89316,                0.49147,                 0.8682,                0.82126,                0.66828,                0.72098,                0.43543,                 1.1593,                0.61887,                0.92917,              0.0089816,              0.0089816,              0.0089816
                    156,                 0.8852,                0.49027,                0.86819,                0.82487,                0.66838,                0.72634,                0.43724,                 1.1648,                0.62121,                0.93273,              0.0089749,              0.0089749,              0.0089749
                    157,                0.88886,                0.49092,                0.86914,                0.82832,                0.65165,                0.71795,                0.42882,                 1.1636,                0.61896,                0.93267,              0.0089683,              0.0089683,              0.0089683
                    158,                0.87993,                0.48752,                0.86659,                0.82207,                0.65158,                0.71427,                 0.4316,                 1.1591,                0.62136,                0.93241,              0.0089617,              0.0089617,              0.0089617
                    159,                0.87925,                0.48785,                0.86639,                0.82313,                0.63968,                0.71232,                0.42968,                 1.1559,                0.62008,                 0.9331,              0.0089551,              0.0089551,              0.0089551
                    160,                0.87968,                0.48547,                0.86787,                0.81929,                0.63775,                0.71212,                0.42799,                 1.1555,                0.62163,                0.93313,              0.0089485,              0.0089485,              0.0089485
                    161,                 0.8807,                0.48629,                0.86708,                0.82764,                 0.6364,                0.71606,                0.43062,                 1.1605,                0.62049,                0.93251,              0.0089419,              0.0089419,              0.0089419
                    162,                0.88525,                0.48893,                0.86904,                0.84041,                0.63234,                0.71609,                 0.4309,                 1.1607,                0.61965,                0.93264,              0.0089353,              0.0089353,              0.0089353
                    163,                0.88277,                0.48843,                0.86786,                0.83723,                0.64317,                0.71391,                0.42583,                  1.163,                0.61754,                0.93379,              0.0089287,              0.0089287,              0.0089287
                    164,                 0.8836,                0.48865,                0.86726,                0.83438,                0.66015,                0.71881,                0.42474,                 1.1648,                0.62129,                0.93455,              0.0089228,              0.0089228,              0.0089228
                    165,                0.88545,                0.48842,                0.86668,                0.82179,                0.65479,                 0.7161,                0.42492,                 1.1637,                0.62334,                0.93425,              0.0089162,              0.0089162,              0.0089162
                    166,                0.87777,                0.48363,                0.86464,                0.83328,                0.66101,                 0.7191,                0.42653,                 1.1615,                0.61842,                0.93095,              0.0089095,              0.0089095,              0.0089095
                    167,                0.87643,                0.48476,                0.86623,                0.81685,                0.66632,                0.71639,                 0.4256,                 1.1624,                0.61731,                0.93096,              0.0089029,              0.0089029,              0.0089029
                    168,                0.87656,                0.48514,                0.86542,                0.82123,                0.66176,                0.71911,                0.42891,                 1.1587,                0.61374,                0.92936,              0.0088963,              0.0088963,              0.0088963
                    169,                0.87862,                0.48798,                0.86854,                0.83608,                 0.6429,                0.71647,                0.42915,                 1.1569,                0.61509,                0.92923,              0.0088897,              0.0088897,              0.0088897
                    170,                0.87511,                0.48389,                0.86626,                0.82819,                0.65868,                0.71583,                0.42846,                 1.1568,                0.61506,                0.93026,              0.0088831,              0.0088831,              0.0088831
                    171,                0.87332,                0.48256,                0.86461,                0.81826,                 0.6585,                0.71387,                0.42909,                 1.1605,                0.61455,                0.93221,              0.0088765,              0.0088765,              0.0088765
                    172,                0.87819,                0.48615,                0.86696,                0.83198,                0.65637,                0.71949,                 0.4288,                 1.1604,                0.61422,                0.93203,              0.0088699,              0.0088699,              0.0088699
                    173,                0.87384,                0.48649,                0.86666,                0.82888,                 0.6577,                 0.7165,                0.42764,                 1.1586,                0.61477,                0.93024,              0.0088633,              0.0088633,              0.0088633
                    174,                0.87968,                0.48814,                0.86725,                0.82622,                0.64813,                0.71613,                0.42644,                 1.1592,                0.61937,                0.93255,              0.0088567,              0.0088567,              0.0088567
                    175,                0.87084,                0.48365,                0.86533,                0.80359,                0.65397,                0.71225,                0.42104,                  1.161,                0.62102,                0.93303,              0.0088501,              0.0088501,              0.0088501
                    176,                0.87139,                0.48535,                0.86676,                 0.8219,                0.64714,                0.71844,                0.42409,                 1.1617,                0.61747,                0.93268,              0.0088435,              0.0088435,              0.0088435
                    177,                 0.8764,                0.48566,                0.86535,                0.82484,                0.64488,                 0.7182,                0.42852,                 1.1594,                0.61423,                0.93131,              0.0088368,              0.0088368,              0.0088368
                    178,                0.87037,                0.48161,                0.86556,                0.81231,                0.65772,                 0.7287,                 0.4334,                   1.16,                 0.6166,                0.93162,              0.0088302,              0.0088302,              0.0088302
                    179,                0.87475,                0.48361,                  0.866,                0.82716,                0.64546,                  0.725,                0.43058,                  1.159,                0.61517,                0.93258,              0.0088244,              0.0088244,              0.0088244
                    180,                0.86858,                0.47891,                0.86459,                0.82622,                0.64677,                 0.7231,                 0.4322,                 1.1608,                0.61532,                0.93274,              0.0088178,              0.0088178,              0.0088178
                    181,                0.87071,                0.48117,                0.86395,                0.82834,                0.64934,                0.72538,                0.43302,                   1.16,                0.61023,                0.93288,              0.0088112,              0.0088112,              0.0088112
                    182,                0.86284,                0.47696,                0.86461,                0.82143,                0.65126,                 0.7226,                0.43251,                 1.1607,                0.61232,                0.93336,              0.0088046,              0.0088046,              0.0088046
                    183,                0.87603,                0.48375,                 0.8646,                0.82067,                 0.6593,                0.72212,                 0.4305,                  1.162,                0.61488,                 0.9341,               0.008798,               0.008798,               0.008798
                    184,                0.86576,                0.47868,                0.86401,                 0.8197,                0.65966,                0.71932,                0.43021,                 1.1608,                0.61529,                0.93291,              0.0087914,              0.0087914,              0.0087914
                    185,                0.86826,                0.47956,                0.86513,                0.82188,                0.66107,                0.72227,                0.43471,                 1.1591,                0.61431,                0.93317,              0.0087848,              0.0087848,              0.0087848
                    186,                0.86489,                0.47959,                 0.8631,                0.80938,                0.66729,                0.72387,                0.43673,                 1.1596,                0.61215,                0.93341,              0.0087782,              0.0087782,              0.0087782
                    187,                0.86747,                0.48092,                0.86468,                0.83664,                0.65447,                 0.7259,                0.43454,                 1.1584,                0.61304,                0.93174,              0.0087716,              0.0087716,              0.0087716
                    188,                0.86867,                0.47951,                 0.8624,                0.82906,                0.65537,                0.72375,                0.43429,                 1.1561,                0.61235,                 0.9315,               0.008765,               0.008765,               0.008765
                    189,                0.86371,                0.47528,                 0.8627,                0.83916,                0.65085,                0.72422,                0.43431,                 1.1574,                0.61202,                0.93096,              0.0087584,              0.0087584,              0.0087584
                    190,                 0.8645,                0.47946,                0.86389,                0.82908,                0.65345,                0.72584,                0.43445,                 1.1575,                0.61098,                0.93087,              0.0087518,              0.0087518,              0.0087518
                    191,                 0.8673,                0.47922,                0.86272,                0.82632,                0.65999,                0.72827,                  0.437,                 1.1579,                0.61279,                 0.9322,              0.0087452,              0.0087452,              0.0087452
                    192,                0.86856,                0.48067,                0.86454,                 0.8101,                0.66264,                0.72697,                0.43614,                 1.1579,                0.61214,                0.93339,              0.0087386,              0.0087386,              0.0087386
                    193,                 0.8632,                0.47505,                0.86255,                0.82845,                0.64981,                0.72663,                0.43486,                 1.1578,                0.61298,                 0.9341,               0.008732,               0.008732,               0.008732
                    194,                0.86331,                0.47634,                0.86279,                0.82912,                0.65218,                0.72546,                0.43508,                 1.1571,                0.61449,                0.93483,              0.0087254,              0.0087254,              0.0087254
                    195,                0.86049,                0.47707,                0.86269,                0.83413,                0.64964,                0.72569,                0.43325,                 1.1584,                0.61553,                0.93566,              0.0087187,              0.0087187,              0.0087187
                    196,                0.85943,                0.47679,                0.86261,                0.82692,                0.65141,                0.72464,                0.43248,                 1.1573,                0.61789,                0.93497,               0.008713,               0.008713,               0.008713
                    197,                0.86154,                0.47615,                0.86267,                0.84371,                0.64215,                0.72053,                  0.431,                 1.1578,                0.61607,                0.93475,              0.0087064,              0.0087064,              0.0087064
                    198,                0.85509,                0.47387,                0.86044,                0.83243,                0.64928,                0.72422,                0.43259,                 1.1563,                0.61743,                0.93416,              0.0086998,              0.0086998,              0.0086998
                    199,                0.85962,                 0.4748,                0.86292,                0.82236,                 0.6526,                  0.721,                0.43213,                 1.1578,                0.61646,                0.93379,              0.0086932,              0.0086932,              0.0086932
                    200,                0.86016,                0.47598,                0.86279,                0.82007,                0.65479,                0.72193,                0.43189,                 1.1565,                0.61568,                0.93308,              0.0086866,              0.0086866,              0.0086866
                    201,                0.85809,                 0.4744,                0.86213,                0.81407,                0.65571,                0.72216,                0.43116,                 1.1567,                0.61636,                0.93319,                0.00868,                0.00868,                0.00868
                    202,                0.85446,                0.47394,                0.86168,                0.80624,                0.65491,                0.72134,                0.42994,                  1.157,                0.61684,                0.93379,              0.0086734,              0.0086734,              0.0086734
                    203,                0.85703,                0.47137,                0.86169,                0.81109,                0.65305,                0.72123,                0.43177,                 1.1556,                0.61531,                0.93362,              0.0086668,              0.0086668,              0.0086668
                    204,                0.85531,                0.47266,                0.86205,                0.81925,                0.65171,                0.71965,                0.43307,                 1.1558,                0.61585,                0.93395,              0.0086602,              0.0086602,              0.0086602
                    205,                 0.8563,                0.47518,                0.86256,                0.82191,                0.65114,                0.72516,                0.43368,                 1.1554,                  0.614,                0.93444,              0.0086536,              0.0086536,              0.0086536
                    206,                0.85691,                0.47313,                0.86233,                0.82367,                0.64987,                0.72177,                0.43209,                 1.1552,                 0.6141,                0.93457,               0.008647,               0.008647,               0.008647
                    207,                0.85056,                0.47139,                0.86088,                0.82782,                 0.6535,                0.72087,                0.43472,                 1.1542,                0.61227,                  0.934,              0.0086404,              0.0086404,              0.0086404
                    208,                0.85624,                0.47413,                0.86279,                0.82207,                 0.6605,                0.72105,                0.43564,                 1.1538,                0.61299,                0.93296,              0.0086338,              0.0086338,              0.0086338
                    209,                0.85789,                0.47236,                0.86228,                0.82105,                0.66314,                0.72138,                0.43411,                 1.1554,                0.61218,                 0.9331,              0.0086272,              0.0086272,              0.0086272
                    210,                0.85206,                0.47119,                 0.8607,                0.82225,                 0.6633,                0.72168,                0.43326,                 1.1552,                0.61247,                0.93288,              0.0086206,              0.0086206,              0.0086206
                    211,                0.85023,                0.47113,                 0.8608,                0.82697,                 0.6572,                0.72088,                 0.4322,                 1.1544,                0.61427,                0.93289,               0.008614,               0.008614,               0.008614
                    212,                0.84957,                0.47081,                0.86261,                0.83379,                0.65573,                0.71985,                 0.4338,                 1.1541,                0.61663,                 0.9331,              0.0086074,              0.0086074,              0.0086074
                    213,                0.85199,                 0.4702,                0.86156,                0.83234,                0.65676,                0.72089,                0.43556,                 1.1534,                0.61608,                 0.9331,              0.0086008,              0.0086008,              0.0086008
                    214,                0.84912,                0.46894,                0.86104,                0.83085,                0.65623,                0.71969,                0.43472,                 1.1533,                0.61268,                0.93326,              0.0085942,              0.0085942,              0.0085942
                    215,                0.84925,                0.47039,                0.86046,                0.83762,                0.65624,                0.72245,                0.43595,                 1.1548,                0.61357,                0.93389,              0.0085876,              0.0085876,              0.0085876
                    216,                0.85503,                0.47367,                0.86216,                0.83176,                0.66007,                0.72171,                 0.4376,                 1.1545,                0.61297,                0.93384,               0.008581,               0.008581,               0.008581
                    217,                0.85053,                0.47093,                0.86107,                0.83173,                0.65643,                0.72142,                0.43586,                 1.1543,                 0.6143,                0.93441,              0.0085753,              0.0085753,              0.0085753
                    218,                0.84377,                  0.466,                0.85895,                0.83584,                0.65611,                0.72256,                0.43601,                 1.1538,                0.61417,                0.93408,              0.0085688,              0.0085688,              0.0085688
                    219,                0.84666,                0.47003,                0.85973,                0.82635,                0.65989,                0.72615,                0.43649,                 1.1548,                 0.6137,                0.93303,              0.0085622,              0.0085622,              0.0085622
                    220,                0.84528,                0.46871,                0.86059,                 0.8275,                0.66397,                0.72908,                0.43747,                 1.1556,                0.61459,                0.93339,              0.0085556,              0.0085556,              0.0085556
                    221,                0.85054,                  0.471,                0.86211,                0.83648,                0.65935,                0.72723,                0.43629,                 1.1561,                0.61509,                0.93392,               0.008549,               0.008549,               0.008549
                    222,                0.84226,                0.46655,                0.85711,                0.83852,                0.65767,                0.72706,                0.43437,                 1.1548,                0.61324,                0.93386,              0.0085424,              0.0085424,              0.0085424
                    223,                0.84111,                0.46701,                 0.8601,                0.83562,                0.65717,                0.72852,                0.43561,                 1.1544,                0.61148,                0.93365,              0.0085358,              0.0085358,              0.0085358
                    224,                0.85038,                0.47095,                0.86023,                0.82446,                0.66191,                0.72534,                0.43328,                 1.1534,                 0.6094,                 0.9331,              0.0085292,              0.0085292,              0.0085292
                    225,                0.84597,                0.46866,                0.85934,                0.83014,                0.65937,                0.72439,                0.43322,                 1.1529,                0.60892,                0.93287,              0.0085226,              0.0085226,              0.0085226
                    226,                0.84159,                0.46477,                0.86033,                0.84325,                0.65382,                 0.7248,                0.43414,                 1.1527,                0.60935,                 0.9327,               0.008516,               0.008516,               0.008516
                    227,                0.84163,                 0.4659,                0.85984,                 0.8435,                0.65437,                0.72428,                0.43408,                  1.153,                0.61082,                0.93294,              0.0085094,              0.0085094,              0.0085094
                    228,                0.83904,                0.46568,                0.85866,                0.84861,                0.64945,                0.72581,                0.43405,                 1.1525,                 0.6102,                0.93297,              0.0085028,              0.0085028,              0.0085028
                    229,                0.84148,                0.46544,                0.86041,                0.84843,                0.65014,                0.72664,                0.43397,                 1.1527,                0.60979,                0.93384,              0.0084962,              0.0084962,              0.0084962
                    230,                0.84199,                0.46542,                0.85964,                0.84779,                0.65125,                0.72679,                0.43527,                 1.1527,                0.60946,                0.93427,              0.0084896,              0.0084896,              0.0084896
                    231,                0.84361,                0.46674,                0.85879,                0.85525,                0.64747,                 0.7271,                0.43551,                 1.1525,                0.61027,                0.93383,               0.008483,               0.008483,               0.008483
                    232,                0.84347,                0.46798,                0.85898,                0.85482,                0.64957,                0.72709,                0.43592,                 1.1522,                 0.6095,                0.93373,              0.0084764,              0.0084764,              0.0084764
                    233,                0.84506,                0.46587,                0.85949,                0.85633,                0.64821,                0.72743,                  0.437,                 1.1522,                0.60899,                0.93316,              0.0084698,              0.0084698,              0.0084698
                    234,                0.83102,                0.46108,                 0.8572,                 0.8541,                0.64654,                0.72646,                0.43652,                 1.1533,                0.60933,                0.93336,              0.0084632,              0.0084632,              0.0084632
                    235,                0.84006,                0.46501,                0.85688,                0.85609,                0.64501,                0.72871,                0.43679,                  1.153,                0.60969,                0.93264,              0.0084566,              0.0084566,              0.0084566
                    236,                0.83341,                0.46253,                0.85725,                0.84737,                0.64765,                0.72956,                0.43625,                  1.153,                0.60851,                0.93255,                0.00845,                0.00845,                0.00845
                    237,                0.83946,                0.46486,                0.85791,                0.85328,                0.64476,                0.72883,                0.43614,                 1.1531,                0.60923,                0.93268,              0.0084434,              0.0084434,              0.0084434
                    238,                0.84385,                0.46621,                0.85994,                0.84741,                0.64585,                0.72772,                0.43781,                 1.1536,                0.60763,                 0.9325,              0.0084368,              0.0084368,              0.0084368
                    239,                0.83849,                0.46566,                0.85922,                0.84054,                0.64916,                0.72823,                0.43549,                 1.1537,                 0.6062,                0.93283,              0.0084302,              0.0084302,              0.0084302
                    240,                 0.8383,                0.46168,                0.85779,                0.83748,                0.65331,                0.72731,                0.43459,                 1.1538,                0.60694,                0.93295,              0.0084237,              0.0084237,              0.0084237
                    241,                0.83705,                0.46151,                 0.8575,                0.83788,                0.65339,                0.72702,                0.43389,                 1.1544,                0.60746,                 0.9332,              0.0084171,              0.0084171,              0.0084171
                    242,                0.83215,                 0.4628,                 0.8579,                0.83691,                0.64984,                0.72576,                0.43344,                 1.1544,                0.60765,                0.93319,              0.0084105,              0.0084105,              0.0084105
                    243,                0.83477,                0.46337,                0.85777,                0.83941,                0.64803,                0.72693,                0.43519,                 1.1542,                0.60603,                0.93312,              0.0084049,              0.0084049,              0.0084049
                    244,                0.83444,                0.46182,                0.85893,                 0.8367,                0.65106,                0.72529,                0.43399,                 1.1545,                0.60531,                0.93303,              0.0083983,              0.0083983,              0.0083983
                    245,                0.84018,                0.46281,                0.85795,                0.84108,                0.65053,                  0.725,                0.43309,                 1.1547,                0.60528,                0.93286,              0.0083917,              0.0083917,              0.0083917
                    246,                0.83905,                0.46366,                0.85752,                0.84533,                0.64787,                0.72542,                0.43327,                 1.1554,                0.60472,                0.93274,              0.0083852,              0.0083852,              0.0083852
                    247,                0.83648,                0.46291,                0.85884,                0.84793,                0.64692,                 0.7263,                0.43336,                 1.1551,                0.60475,                0.93287,              0.0083786,              0.0083786,              0.0083786
                    248,                0.83839,                 0.4638,                0.85793,                0.84973,                0.64616,                0.72559,                0.43282,                 1.1555,                0.60392,                0.93296,               0.008372,               0.008372,               0.008372
                    249,                0.82981,                0.45881,                0.85823,                0.85079,                0.64383,                0.72603,                0.43333,                 1.1556,                0.60355,                0.93268,              0.0083654,              0.0083654,              0.0083654
                    250,                 0.8349,                 0.4633,                 0.8567,                0.85054,                0.64393,                 0.7259,                0.43388,                 1.1549,                0.60232,                0.93263,              0.0083588,              0.0083588,              0.0083588
                    251,                0.83204,                0.45953,                0.85698,                0.85046,                0.64446,                0.72414,                0.43309,                 1.1552,                0.60307,                0.93296,              0.0083522,              0.0083522,              0.0083522
                    252,                0.83805,                0.46221,                0.85828,                0.84717,                0.64402,                0.72395,                0.43241,                 1.1548,                 0.6028,                0.93276,              0.0083456,              0.0083456,              0.0083456
                    253,                0.83228,                0.46404,                0.85839,                0.84609,                 0.6452,                0.72496,                0.43117,                 1.1546,                0.60342,                0.93304,               0.008339,               0.008339,               0.008339
                    254,                0.83123,                0.45947,                0.85832,                0.84719,                 0.6431,                0.72524,                 0.4314,                 1.1543,                0.60399,                0.93297,              0.0083324,              0.0083324,              0.0083324
                    255,                0.83314,                0.46063,                  0.856,                0.84451,                0.64481,                0.72489,                0.43137,                 1.1538,                0.60316,                0.93247,              0.0083258,              0.0083258,              0.0083258
                    256,                0.82668,                0.45712,                0.85534,                0.84449,                0.64547,                0.72531,                0.43164,                 1.1542,                0.60405,                0.93251,              0.0083192,              0.0083192,              0.0083192
                    257,                0.83116,                  0.461,                0.85608,                0.84704,                0.64618,                0.72616,                 0.4314,                 1.1536,                0.60387,                0.93193,              0.0083126,              0.0083126,              0.0083126
                    258,                0.83082,                0.45979,                0.85597,                0.84944,                0.64644,                0.72536,                0.43222,                 1.1532,                0.60324,                0.93157,              0.0083061,              0.0083061,              0.0083061
                    259,                0.83235,                0.46149,                0.85734,                 0.8482,                0.64684,                0.72613,                 0.4317,                 1.1528,                0.60309,                0.93155,              0.0082995,              0.0082995,              0.0082995
                    260,                0.83546,                0.46284,                0.85573,                0.84808,                0.64517,                0.72539,                0.43288,                 1.1523,                0.60232,                0.93158,              0.0082929,              0.0082929,              0.0082929
                    261,                0.82999,                0.45851,                0.85582,                 0.8503,                0.64584,                0.72528,                0.43272,                  1.153,                0.60227,                 0.9317,              0.0082863,              0.0082863,              0.0082863
                    262,                0.82953,                0.45947,                0.85637,                0.84351,                0.64912,                0.72448,                0.43284,                 1.1536,                0.60309,                0.93175,              0.0082797,              0.0082797,              0.0082797
                    263,                0.83179,                 0.4592,                0.85695,                0.84316,                0.64992,                0.72464,                0.43204,                 1.1537,                0.60302,                0.93174,              0.0082731,              0.0082731,              0.0082731
                    264,                0.82879,                0.46019,                0.85511,                0.84761,                0.64733,                0.72472,                0.43349,                 1.1541,                0.60369,                 0.9321,              0.0082665,              0.0082665,              0.0082665
                    265,                0.82645,                0.45537,                0.85549,                0.84339,                0.65075,                0.72493,                0.43491,                 1.1526,                0.60362,                0.93158,              0.0082599,              0.0082599,              0.0082599
                    266,                0.83301,                0.46212,                 0.8577,                0.84337,                0.65102,                0.72477,                0.43464,                 1.1529,                0.60376,                0.93154,              0.0082533,              0.0082533,              0.0082533
                    267,                0.82556,                0.45834,                0.85547,                0.84359,                0.65211,                0.72505,                0.43492,                 1.1525,                0.60295,                0.93184,              0.0082467,              0.0082467,              0.0082467
                    268,                0.82453,                0.45503,                0.85442,                0.84102,                0.65166,                0.72484,                0.43506,                 1.1521,                0.60372,                0.93172,              0.0082401,              0.0082401,              0.0082401
                    269,                0.82137,                0.45485,                0.85571,                0.83741,                0.65444,                0.72456,                0.43496,                 1.1523,                0.60341,                0.93185,              0.0082336,              0.0082336,              0.0082336
                    270,                0.82797,                0.45822,                0.85699,                0.83797,                 0.6541,                0.72413,                0.43511,                 1.1524,                0.60336,                0.93199,               0.008227,               0.008227,               0.008227
                    271,                0.82877,                0.45849,                0.85554,                 0.8541,                 0.6489,                0.72448,                0.43445,                 1.1526,                0.60356,                0.93233,              0.0082204,              0.0082204,              0.0082204
                    272,                0.81872,                 0.4522,                0.85355,                0.85358,                0.64979,                0.72382,                0.43629,                 1.1529,                0.60308,                0.93239,              0.0082138,              0.0082138,              0.0082138
                    273,                0.82307,                0.45247,                0.85327,                0.85688,                0.64956,                 0.7234,                0.43555,                 1.1527,                0.60395,                0.93227,              0.0082072,              0.0082072,              0.0082072
                    274,                0.82418,                 0.4552,                0.85469,                0.85606,                0.65082,                0.72331,                0.43565,                 1.1524,                 0.6041,                0.93235,              0.0082006,              0.0082006,              0.0082006
                    275,                0.82867,                0.45891,                0.85552,                0.85511,                0.64973,                0.72401,                0.43578,                 1.1532,                0.60483,                0.93231,               0.008194,               0.008194,               0.008194
                    276,                0.82156,                0.45851,                0.85639,                0.85357,                0.65097,                0.72439,                0.43595,                 1.1537,                0.60453,                 0.9324,              0.0081874,              0.0081874,              0.0081874
                    277,                0.82508,                0.45813,                0.85342,                 0.8535,                0.65115,                0.72434,                0.43564,                 1.1539,                0.60502,                0.93279,              0.0081808,              0.0081808,              0.0081808
                    278,                0.82913,                0.45779,                0.85554,                0.85305,                0.65105,                0.72403,                0.43489,                 1.1538,                0.60531,                0.93255,              0.0081754,              0.0081754,              0.0081754
                    279,                0.82383,                0.45745,                0.85434,                0.85304,                0.65123,                0.72423,                0.43499,                 1.1542,                 0.6066,                0.93253,              0.0081689,              0.0081689,              0.0081689
                    280,                0.81896,                0.45449,                0.85335,                0.85264,                0.65142,                0.72492,                0.43515,                 1.1544,                0.60575,                0.93238,              0.0081623,              0.0081623,              0.0081623
                    281,                0.81984,                0.45652,                0.85477,                0.85776,                0.64977,                0.72499,                0.43536,                 1.1542,                0.60473,                0.93244,              0.0081557,              0.0081557,              0.0081557
                    282,                0.81759,                0.45243,                0.85337,                0.85418,                  0.651,                0.72384,                0.43546,                 1.1546,                0.60461,                0.93236,              0.0081491,              0.0081491,              0.0081491
                    283,                0.82705,                0.45851,                0.85603,                0.85712,                0.64942,                0.72436,                0.43597,                 1.1543,                0.60501,                0.93233,              0.0081425,              0.0081425,              0.0081425
                    284,                0.81718,                0.45282,                0.85341,                0.85634,                0.64932,                0.72427,                0.43543,                 1.1539,                0.60458,                0.93229,              0.0081359,              0.0081359,              0.0081359
                    285,                0.82016,                0.45344,                0.85321,                0.85712,                0.64896,                 0.7244,                0.43599,                 1.1536,                0.60432,                0.93191,              0.0081293,              0.0081293,              0.0081293
                    286,                0.82143,                0.45547,                0.85419,                0.85607,                0.64824,                0.72449,                0.43599,                 1.1539,                0.60467,                 0.9319,              0.0081228,              0.0081228,              0.0081228
